title	isbn	author_first_name	author_last_name	author_website	publisher	publication_year	acquisition_date	acquisition_price
Though Window Together Claim	0-7543-0323-3	Jeffery	Lane	http://lane.com	Salas, Price and Sparks	1914	1926-05-18	$12.35
Himself Seven As Hotel Drop	1-7397744-0-X	Brandon	Ellison	https://brandonellison.info	Morales-Nguyen	1956	2000-06-24	$10.75
Himself Seven As Hotel Drop	1-7397744-0-X	Brandon	Ellison	https://brandonellison.info	Morales-Nguyen	1956	1957-04-19	$9.42
Himself Seven As Hotel Drop	1-7397744-0-X	Brandon	Ellison	https://brandonellison.info	Morales-Nguyen	1956	1959-08-08	$9.85
Himself Seven As Hotel Drop	1-7397744-0-X	Brandon	Ellison	https://brandonellison.info	Morales-Nguyen	1956	1983-09-12	$10.24
Himself Seven As Hotel Drop	1-7397744-0-X	Brandon	Ellison	https://brandonellison.info	Morales-Nguyen	1956	1967-02-26	$9.07
Himself Seven As Hotel Drop	0-396-08899-6	Brandon	Ellison	https://brandonellison.info	Morales-Nguyen	1992	2006-03-27	$5.34
Exist Floor Board Know	1-311-23919-7	Dennis	Wallace	https://wallace.com	Ruiz, Herrera and Knox	1949	1980-09-24	$11.74
Exist Floor Board Know	1-08-366772-6	Dennis	Wallace	https://wallace.com	Ruiz, Herrera and Knox	2013	2019-07-12	$12.24
Exist Floor Board Know	1-08-366772-6	Dennis	Wallace	https://wallace.com	Ruiz, Herrera and Knox	2013	2018-09-25	$14.55
Final Young Attention Able	0-06-110939-8	Denise	Chavez	https://chavez.net	Faulkner-Taylor	1927	1945-02-27	$13.60
Final Young Attention Able	0-06-110939-8	Denise	Chavez	https://chavez.net	Faulkner-Taylor	1927	2008-07-20	$6.16
Final Young Attention Able	0-06-110939-8	Denise	Chavez	https://chavez.net	Faulkner-Taylor	1927	1979-06-16	$1.65
Final Young Attention Able	0-06-110939-8	Denise	Chavez	https://chavez.net	Faulkner-Taylor	1927	2009-01-12	$5.99
Final Young Attention Able	0-06-110939-8	Denise	Chavez	https://chavez.net	Faulkner-Taylor	1927	1999-12-01	$13.81
Word Trial Notice Term Stop	0-01-841473-7	Bryan	Boyer	https://bryanboyer.com	Salas, Price and Sparks	1906	2009-05-10	$14.88
Easy Win Sort If Issue Sell	0-687-49631-4	Jennifer	Morgan	https://morgan.com	Hughes PLC	1932	1989-10-14	$1.38
Easy Win Sort If Issue Sell	0-687-49631-4	Jennifer	Morgan	https://morgan.com	Hughes PLC	1932	2008-04-14	$9.79
Easy Win Sort If Issue Sell	0-687-49631-4	Jennifer	Morgan	https://morgan.com	Hughes PLC	1932	1948-11-24	$11.78
Easy Win Sort If Issue Sell	0-687-49631-4	Jennifer	Morgan	https://morgan.com	Hughes PLC	1932	1944-06-17	$4.99
Blue Win Room Various	1-81017-065-6	Kevin	Smith	https://kevinsmith.com	Ruiz, Herrera and Knox	2015	2018-01-31	$13.12
Blue Win Room Various	1-81017-065-6	Kevin	Smith	https://kevinsmith.com	Ruiz, Herrera and Knox	2015	2018-01-02	$8.25
Believe Report Often Any	0-475-21061-1	Bill	Edwards	https://billedwards.com	Ruiz, Herrera and Knox	1958	1973-06-15	$5.17
Bad Say Level Later Town	0-19-160719-3	Michael	Johnson		Bailey-Norman	1901	1916-02-03	$10.78
Bad Say Level Later Town	0-19-160719-3	Michael	Johnson		Bailey-Norman	1901	1906-06-20	$1.87
Bad Say Level Later Town	0-19-160719-3	Michael	Johnson		Bailey-Norman	1901	1910-11-17	$3.02
Bad Say Level Later Town	0-19-160719-3	Michael	Johnson		Bailey-Norman	1901	1948-01-15	$4.68
Bad Say Level Later Town	0-19-160719-3	Michael	Johnson		Bailey-Norman	1901	1947-10-24	$10.16
Bad Say Level Later Town	0-19-160719-3	Michael	Johnson		Bailey-Norman	1901	1999-04-14	$8.43
Bad Say Level Later Town	0-602-91035-8	Michael	Johnson		Bailey-Norman	1994	1999-10-28	$1.93
Bad Say Level Later Town	0-602-91035-8	Michael	Johnson		Bailey-Norman	1994	2012-11-03	$4.52
East Since Natural	1-04-610469-1	Debra	Schmidt	https://debraschmidt.com	Obrien-Martin	2004	2009-01-16	$12.71
East Since Natural	1-04-610469-1	Debra	Schmidt	https://debraschmidt.com	Obrien-Martin	2004	2020-10-25	$0.77
West Simple Me Mother	0-350-10330-5	Adam	Perez	https://perez.com	Ruiz, Herrera and Knox	2008	2015-10-07	$8.39
West Simple Me Mother	0-350-10330-5	Adam	Perez	https://perez.com	Ruiz, Herrera and Knox	2008	2013-01-17	$0.75
West Simple Me Mother	0-350-10330-5	Adam	Perez	https://perez.com	Ruiz, Herrera and Knox	2008	2021-10-23	$11.89
West Simple Me Mother	0-350-10330-5	Adam	Perez	https://perez.com	Ruiz, Herrera and Knox	2008	2010-02-18	$6.24
Upon Choice Off Rule	1-85092-354-X	Matthew	Harrison	http://harrison.com	Bailey-Norman	1900	2002-03-15	$5.47
Upon Choice Off Rule	1-85092-354-X	Matthew	Harrison	http://harrison.com	Bailey-Norman	1900	1991-06-10	$14.08
Upon Choice Off Rule	1-85092-354-X	Matthew	Harrison	http://harrison.com	Bailey-Norman	1900	2001-02-07	$0.11
Movie Center Role	0-9579310-3-4	Crystal	Miller		Ruiz, Herrera and Knox	2010	2012-02-20	$6.67
Movie Center Role	0-9579310-3-4	Crystal	Miller		Ruiz, Herrera and Knox	2010	2021-08-09	$1.24
Movie Center Role	0-9579310-3-4	Crystal	Miller		Ruiz, Herrera and Knox	2010	2012-01-30	$10.92
Movie Center Role	0-9579310-3-4	Crystal	Miller		Ruiz, Herrera and Knox	2010	2014-07-03	$6.39
Movie Center Role	0-9579310-3-4	Crystal	Miller		Ruiz, Herrera and Knox	2010	2011-06-09	$9.79
Movie Center Role	0-9579310-3-4	Crystal	Miller		Ruiz, Herrera and Knox	2010	2018-03-16	$5.03
Brother During On	0-9994995-9-9	Laura	Walker		Hughes PLC	2012	2022-04-03	$13.93
Brother During On	0-9994995-9-9	Laura	Walker		Hughes PLC	2012	2014-12-09	$13.43
Brother During On	0-9994995-9-9	Laura	Walker		Hughes PLC	2012	2019-05-13	$8.11
Brother During On	0-9994995-9-9	Laura	Walker		Hughes PLC	2012	2019-03-17	$3.25
Brother During On	0-9994995-9-9	Laura	Walker		Hughes PLC	2012	2012-07-27	$3.85
Brother During On	1-84972-170-X	Laura	Walker		Hughes PLC	2014	2016-01-02	$8.65
With By Cultural	0-07-824959-7	Susan	Lutz	https://susanlutz.net	Lane-Travis	1952	1957-02-13	$3.23
Song Fight What Brother Past	1-59444-816-7	Douglas	Trevino	https://trevino.org	Ruiz, Herrera and Knox	2004	2006-04-17	$11.05
Song Fight What Brother Past	1-59444-816-7	Douglas	Trevino	https://trevino.org	Ruiz, Herrera and Knox	2004	2013-01-26	$12.79
That Cup Attorney Best	1-4702-7900-2	John	Ellison	https://johnellison.biz	Abbott Group	2018	2019-05-15	$5.51
That Cup Attorney Best	1-4702-7900-2	John	Ellison	https://johnellison.biz	Abbott Group	2018	2021-07-20	$8.76
That Cup Attorney Best	1-4702-7900-2	John	Ellison	https://johnellison.biz	Abbott Group	2018	2021-05-30	$8.93
That Cup Attorney Best	1-4702-7900-2	John	Ellison	https://johnellison.biz	Abbott Group	2018	2018-03-13	$13.34
That Cup Attorney Best	1-4702-7900-2	John	Ellison	https://johnellison.biz	Abbott Group	2018	2018-04-22	$10.28
That Cup Attorney Best	1-4702-7900-2	John	Ellison	https://johnellison.biz	Abbott Group	2018	2019-05-24	$12.83
Up Take None	0-240-17896-3	Amber	Anderson	https://amberanderson.com	Lane-Travis	2020	2020-12-05	$6.16
Up Take None	0-240-17896-3	Amber	Anderson	https://amberanderson.com	Lane-Travis	2020	2020-12-25	$14.72
Up Take None	0-240-17896-3	Amber	Anderson	https://amberanderson.com	Lane-Travis	2020	2020-04-04	$8.60
Wife Action Pass	0-925231-55-X	Laura	Hamilton		Bailey-Norman	2004	2019-01-23	$7.08
Republican Serve Report Get	1-06-246435-4	Nicholas	Williams		Abbott Group	2009	2013-08-19	$1.42
Size Bag Forget Worker Idea	1-4164-5885-9	Benjamin	Mcdonald	https://mcdonald.biz	Bailey-Norman	1909	1957-11-03	$0.01
Size Bag Forget Worker Idea	0-399-55333-9	Benjamin	Mcdonald	https://mcdonald.biz	Bailey-Norman	1955	2014-05-09	$12.95
Design Experience Once Front	1-325-86907-4	Benjamin	Mcdonald	https://mcdonald.biz	Ruiz, Herrera and Knox	1959	1963-04-30	$2.64
Policy Expert Hard Court	0-7339-9492-X	Lisa	Campbell		Ruiz, Herrera and Knox	1997	2018-01-07	$0.87
Policy Expert Hard Court	0-7339-9492-X	Lisa	Campbell		Ruiz, Herrera and Knox	1997	2016-07-12	$10.78
Policy Expert Hard Court	0-7339-9492-X	Lisa	Campbell		Ruiz, Herrera and Knox	1997	2015-09-28	$13.80
Policy Expert Hard Court	0-7339-9492-X	Lisa	Campbell		Ruiz, Herrera and Knox	1997	2007-10-01	$7.07
Health Event Way But Say	1-387-72204-2	Michael	Carr	https://michaelcarr.com	Ruiz, Herrera and Knox	1929	2008-03-11	$9.49
Health Event Way But Say	1-387-72204-2	Michael	Carr	https://michaelcarr.com	Ruiz, Herrera and Knox	1929	1940-04-01	$2.84
Health Event Way But Say	0-10-326844-8	Michael	Carr	https://michaelcarr.com	Hughes PLC	2011	2018-04-30	$9.89
Health Event Way But Say	0-10-326844-8	Michael	Carr	https://michaelcarr.com	Hughes PLC	2011	2015-09-29	$0.13
Fear Paper Truth Message	0-9645808-4-5	Julie	Ryan	https://ryan.com	Bailey-Norman	2011	2019-05-01	$10.71
Fear Paper Truth Message	0-9645808-4-5	Julie	Ryan	https://ryan.com	Bailey-Norman	2011	2016-07-27	$3.34
Fear Paper Truth Message	0-9645808-4-5	Julie	Ryan	https://ryan.com	Bailey-Norman	2011	2016-10-07	$8.65
Fear Paper Truth Message	0-525-85437-1	Julie	Ryan	https://ryan.com	Bailey-Norman	2016	2020-03-22	$1.84
Fear Paper Truth Message	0-525-85437-1	Julie	Ryan	https://ryan.com	Bailey-Norman	2016	2020-03-01	$4.82
Fear Paper Truth Message	0-525-85437-1	Julie	Ryan	https://ryan.com	Bailey-Norman	2016	2019-06-01	$13.02
Ask Sit Certainly Role	1-882778-83-9	Janet	Rios	https://rios.com	Obrien-Martin	1939	1976-06-15	$2.56
Ask Sit Certainly Role	1-882778-83-9	Janet	Rios	https://rios.com	Obrien-Martin	1939	2019-02-14	$1.28
Ask Sit Certainly Role	1-882778-83-9	Janet	Rios	https://rios.com	Obrien-Martin	1939	1949-07-17	$2.57
Ask Sit Certainly Role	1-882778-83-9	Janet	Rios	https://rios.com	Obrien-Martin	1939	1985-06-29	$5.59
Product Size Help Cost Wide	1-78116-510-6	Trevor	Young	https://young.com	Hughes PLC	1935	2000-02-10	$13.38
Product Size Help Cost Wide	1-78116-510-6	Trevor	Young	https://young.com	Hughes PLC	1935	1997-06-05	$7.87
Product Size Help Cost Wide	0-642-70720-0	Trevor	Young	https://young.com	Ruiz, Herrera and Knox	1981	1990-11-11	$9.88
Source Keep Executive	0-906146-14-3	Catherine	Neal		Obrien-Martin	1944	1965-04-24	$5.38
Source Keep Executive	1-319-14609-0	Catherine	Neal		Ruiz, Herrera and Knox	1960	1964-07-08	$5.50
Rock Go Practice Pull Of	1-285-72133-0	Jeremy	Jones		Obrien-Martin	1997	2008-12-22	$11.04
Himself Even That Memory	0-386-22742-X	Jeffery	Lopez	https://lopez.com	Abbott Group	1949	2014-03-27	$6.43
Himself Even That Memory	0-386-22742-X	Jeffery	Lopez	https://lopez.com	Abbott Group	1949	1976-04-08	$7.56
Himself Even That Memory	0-386-22742-X	Jeffery	Lopez	https://lopez.com	Abbott Group	1949	1977-01-29	$1.81
Himself Even That Memory	0-386-22742-X	Jeffery	Lopez	https://lopez.com	Abbott Group	1949	2013-05-16	$4.42
Himself Even That Memory	0-386-22742-X	Jeffery	Lopez	https://lopez.com	Abbott Group	1949	1962-12-08	$10.02
Himself Even That Memory	0-386-22742-X	Jeffery	Lopez	https://lopez.com	Abbott Group	1949	1960-02-23	$3.39
Himself Even That Memory	0-386-22742-X	Jeffery	Lopez	https://lopez.com	Abbott Group	1949	1954-08-25	$11.89
Political So Which Drug	1-56319-953-X	Bradley	Dominguez	https://bradleydominguez.com	Hughes PLC	1909	1953-03-02	$14.08
Political So Which Drug	1-56319-953-X	Bradley	Dominguez	https://bradleydominguez.com	Hughes PLC	1909	1939-10-25	$1.45
Political So Which Drug	1-56319-953-X	Bradley	Dominguez	https://bradleydominguez.com	Hughes PLC	1909	2004-08-24	$3.08
Write Kid Throw Win Not	0-270-13264-3	Christine	Ortega	https://christineortega.biz	Hughes PLC	1914	1934-11-12	$14.49
Write Kid Throw Win Not	0-270-13264-3	Christine	Ortega	https://christineortega.biz	Hughes PLC	1914	2016-12-15	$11.43
Write Kid Throw Win Not	0-270-13264-3	Christine	Ortega	https://christineortega.biz	Hughes PLC	1914	1952-12-02	$2.74
Write Kid Throw Win Not	0-270-13264-3	Christine	Ortega	https://christineortega.biz	Hughes PLC	1914	1956-04-27	$6.71
Teacher Also Skin Magazine	0-08-341602-1	Katherine	Moore	https://moore.com	Obrien-Martin	2016	2020-06-09	$10.49
Teacher Also Skin Magazine	0-08-341602-1	Katherine	Moore	https://moore.com	Obrien-Martin	2016	2019-03-29	$12.43
Future Owner Grow Discuss	0-89662-235-5	Vanessa	Kelly	https://kelly.org	Bailey-Norman	1971	2001-08-23	$14.36
Future Owner Grow Discuss	0-89662-235-5	Vanessa	Kelly	https://kelly.org	Bailey-Norman	1971	1996-07-16	$13.65
Future Owner Grow Discuss	0-89662-235-5	Vanessa	Kelly	https://kelly.org	Bailey-Norman	1971	1971-04-11	$5.04
Future Owner Grow Discuss	0-89662-235-5	Vanessa	Kelly	https://kelly.org	Bailey-Norman	1971	2000-03-15	$0.27
Word Media Ok Special	1-343-95327-8	Bryan	Lawrence	http://bryanlawrence.com	Abbott Group	1929	2017-10-11	$0.40
Word Media Ok Special	1-343-95327-8	Bryan	Lawrence	http://bryanlawrence.com	Abbott Group	1929	1963-05-28	$4.47
Word Media Ok Special	0-472-74514-X	Bryan	Lawrence	http://bryanlawrence.com	Abbott Group	2020	2021-03-13	$4.65
Place Training Strategy Bank	0-261-73752-X	Amber	Parsons	https://parsons.org	Faulkner-Taylor	1962	2018-06-26	$1.98
Place Training Strategy Bank	1-397-34194-7	Amber	Parsons	https://parsons.org	Faulkner-Taylor	1989	1995-05-19	$10.49
Place Training Strategy Bank	1-64809-165-2	Amber	Parsons	https://parsons.org	Faulkner-Taylor	2015	2015-11-01	$4.83
Place Training Strategy Bank	1-64809-165-2	Amber	Parsons	https://parsons.org	Faulkner-Taylor	2015	2018-05-29	$6.74
Place Training Strategy Bank	1-64809-165-2	Amber	Parsons	https://parsons.org	Faulkner-Taylor	2015	2021-02-09	$3.10
Place Training Strategy Bank	1-64809-165-2	Amber	Parsons	https://parsons.org	Faulkner-Taylor	2015	2020-07-03	$11.36
Hour Happen Cold Make	0-14-104779-8	April	Davis		Bailey-Norman	2015	2019-10-02	$0.83
Hour Happen Cold Make	1-949447-77-4	April	Davis		Bailey-Norman	2018	2021-10-26	$12.48
Hour Happen Cold Make	1-949447-77-4	April	Davis		Bailey-Norman	2018	2019-09-19	$11.70
Hour Happen Cold Make	1-949447-77-4	April	Davis		Bailey-Norman	2018	2019-05-07	$6.27
Here Right Dream Large	1-59919-841-X	Katrina	Cox	http://katrinacox.org	Ruiz, Herrera and Knox	2017	2020-08-21	$9.70
Here Right Dream Large	1-59919-841-X	Katrina	Cox	http://katrinacox.org	Ruiz, Herrera and Knox	2017	2022-07-09	$5.55
Here Right Dream Large	1-59919-841-X	Katrina	Cox	http://katrinacox.org	Ruiz, Herrera and Knox	2017	2020-08-16	$3.95
Here Right Dream Large	1-5486-1990-6	Katrina	Cox	http://katrinacox.org	Ruiz, Herrera and Knox	2021	2022-06-08	$4.09
Husband Federal Own Tv High	0-589-78803-5	Kevin	Henderson	https://kevinhenderson.org	Bailey-Norman	1964	1992-02-22	$13.58
Husband Federal Own Tv High	0-589-78803-5	Kevin	Henderson	https://kevinhenderson.org	Bailey-Norman	1964	1964-01-25	$1.43
Side Member How	1-377-27439-X	Dwayne	Myers	https://myers.info	Obrien-Martin	2014	2015-07-29	$12.62
Side Member How	1-377-27439-X	Dwayne	Myers	https://myers.info	Obrien-Martin	2014	2018-01-22	$13.01
Good Expert Sport	0-16-194506-6	David	Acosta	https://acosta.org	Hawkins-Jackson	1978	2013-05-25	$6.04
Good Expert Sport	0-16-194506-6	David	Acosta	https://acosta.org	Hawkins-Jackson	1978	1992-08-05	$9.39
Good Expert Sport	0-16-194506-6	David	Acosta	https://acosta.org	Hawkins-Jackson	1978	1978-12-31	$0.55
Blue Box Family Break	1-314-76396-2	Todd	Nunez	https://nunez.org	Obrien-Martin	1937	1975-04-23	$8.15
Blue Box Family Break	1-314-76396-2	Todd	Nunez	https://nunez.org	Obrien-Martin	1937	1955-10-26	$11.26
Blue Box Family Break	1-314-76396-2	Todd	Nunez	https://nunez.org	Obrien-Martin	1937	1995-10-25	$1.11
Blue Box Family Break	1-314-76396-2	Todd	Nunez	https://nunez.org	Obrien-Martin	1937	1999-02-09	$12.84
Blue Box Family Break	1-314-76396-2	Todd	Nunez	https://nunez.org	Obrien-Martin	1937	1966-11-16	$7.90
No College Budget End Edge	0-7188-0270-5	Daniel	Smith		Abbott Group	1983	1990-12-14	$9.37
Current Project Near	0-18-478198-1	Jay	Marshall		Morales-Nguyen	1996	1996-04-28	$11.28
Current Project Near	0-18-478198-1	Jay	Marshall		Morales-Nguyen	1996	1997-11-04	$4.81
Song Walk Fact Local Them	1-9741-6537-X	Elizabeth	Torres	https://elizabethtorres.biz	Obrien-Martin	2002	2011-06-25	$8.12
Strong Any Tree Down East	0-412-88157-8	Samantha	Trevino	https://trevino.com	Bailey-Norman	1944	1998-03-31	$3.17
Strong Any Tree Down East	0-660-58510-3	Samantha	Trevino	https://trevino.com	Bailey-Norman	1965	2020-03-24	$3.40
Company Themselves Spend	0-18-685360-2	Vicki	Watson	https://vickiwatson.com	Hughes PLC	1989	2004-11-13	$12.27
Near City Night Across	1-260-88479-1	Amber	Anderson	https://amberanderson.com	Hawkins-Jackson	1974	1984-10-17	$5.55
Near City Night Across	1-260-88479-1	Amber	Anderson	https://amberanderson.com	Hawkins-Jackson	1974	1978-03-06	$1.50
Near City Night Across	1-260-88479-1	Amber	Anderson	https://amberanderson.com	Hawkins-Jackson	1974	1986-04-24	$2.41
Page Follow Part Marriage	0-340-52344-1	Norma	Anderson	https://anderson.com	Faulkner-Taylor	2004	2014-10-25	$2.57
Behind Produce Away Serve	0-04-332992-6	Jeffery	Lopez	https://lopez.com	Ruiz, Herrera and Knox	1995	2011-11-11	$0.10
Behind Produce Away Serve	0-04-332992-6	Jeffery	Lopez	https://lopez.com	Ruiz, Herrera and Knox	1995	2022-07-04	$12.58
Behind Produce Away Serve	0-04-332992-6	Jeffery	Lopez	https://lopez.com	Ruiz, Herrera and Knox	1995	2012-07-21	$9.47
Behind Produce Away Serve	0-04-332992-6	Jeffery	Lopez	https://lopez.com	Ruiz, Herrera and Knox	1995	2005-04-27	$13.21
Behind Produce Away Serve	0-04-332992-6	Jeffery	Lopez	https://lopez.com	Ruiz, Herrera and Knox	1995	2007-08-28	$11.80
Not Trade Note	0-485-99645-6	Jason	Rodriguez	https://rodriguez.com	Bailey-Norman	1911	1914-01-23	$12.76
Despite Best Reveal Wonder	0-7049-6685-9	Taylor	Curtis	https://curtis.org	Ruiz, Herrera and Knox	1909	1929-02-22	$11.37
Despite Best Reveal Wonder	0-9680084-7-X	Taylor	Curtis	https://curtis.org	Ruiz, Herrera and Knox	1952	1969-12-23	$6.37
Up Visit Environment Chair	1-233-95797-X	David	Hill	https://davidhill.com	Hughes PLC	2012	2019-01-05	$12.27
Up Visit Environment Chair	1-233-95797-X	David	Hill	https://davidhill.com	Hughes PLC	2012	2019-03-19	$0.12
Up Visit Environment Chair	1-233-95797-X	David	Hill	https://davidhill.com	Hughes PLC	2012	2021-01-23	$10.13
Ok Laugh True Front Enter	0-257-21672-3	Carlos	Houston	https://carloshouston.org	Ruiz, Herrera and Knox	1916	1917-12-01	$8.26
Ok Laugh True Front Enter	0-257-21672-3	Carlos	Houston	https://carloshouston.org	Ruiz, Herrera and Knox	1916	1986-06-17	$3.08
Find Ground Tonight Address	0-239-18147-6	Timothy	Williams	https://williams.com	Faulkner-Taylor	2002	2018-01-27	$0.79
Find Ground Tonight Address	0-239-18147-6	Timothy	Williams	https://williams.com	Faulkner-Taylor	2002	2020-03-18	$14.78
Find Ground Tonight Address	0-239-18147-6	Timothy	Williams	https://williams.com	Faulkner-Taylor	2002	2006-06-13	$0.11
Family Record Air	1-967907-87-0	Patrick	Frost	https://patrickfrost.biz	Hughes PLC	2015	2019-05-03	$9.44
Family Record Air	1-967907-87-0	Patrick	Frost	https://patrickfrost.biz	Hughes PLC	2015	2019-02-27	$5.56
Word Hope Per Right Everyone	0-383-08831-3	Lisa	Campbell		Hughes PLC	1912	1983-08-06	$12.48
Word Hope Per Right Everyone	0-383-08831-3	Lisa	Campbell		Hughes PLC	1912	1932-01-19	$12.80
Put Study Look Two	1-01-652354-8	Randall	Rodriguez	http://randallrodriguez.com	Ruiz, Herrera and Knox	2004	2016-04-14	$9.10
Order Success His Approach	0-7158-6501-3	Patrick	Fitzpatrick	https://fitzpatrick.com	Ruiz, Herrera and Knox	1957	2005-05-23	$11.80
Order Success His Approach	0-7158-6501-3	Patrick	Fitzpatrick	https://fitzpatrick.com	Ruiz, Herrera and Knox	1957	1965-08-25	$7.11
Order Success His Approach	0-7158-6501-3	Patrick	Fitzpatrick	https://fitzpatrick.com	Ruiz, Herrera and Knox	1957	2001-02-14	$0.60
Order Success His Approach	1-05-722513-4	Patrick	Fitzpatrick	https://fitzpatrick.com	Ruiz, Herrera and Knox	1977	2020-11-23	$11.91
Order Success His Approach	1-05-722513-4	Patrick	Fitzpatrick	https://fitzpatrick.com	Ruiz, Herrera and Knox	1977	1978-04-16	$2.79
Order Success His Approach	1-05-722513-4	Patrick	Fitzpatrick	https://fitzpatrick.com	Ruiz, Herrera and Knox	1977	2004-03-24	$1.34
Number Behavior Likely	0-487-20901-X	Nancy	Fowler		Ruiz, Herrera and Knox	1917	2020-11-02	$2.17
Number Behavior Likely	0-487-20901-X	Nancy	Fowler		Ruiz, Herrera and Knox	1917	1931-04-23	$3.38
Number Behavior Likely	1-155-76129-4	Nancy	Fowler		Ruiz, Herrera and Knox	1946	2010-10-25	$3.08
Number Behavior Likely	1-155-76129-4	Nancy	Fowler		Ruiz, Herrera and Knox	1946	2004-08-16	$5.69
Number Behavior Likely	1-155-76129-4	Nancy	Fowler		Ruiz, Herrera and Knox	1946	2014-07-19	$11.44
Number Behavior Likely	1-155-76129-4	Nancy	Fowler		Ruiz, Herrera and Knox	1946	1995-11-04	$9.86
Number Behavior Likely	1-155-76129-4	Nancy	Fowler		Ruiz, Herrera and Knox	1946	1948-05-01	$5.94
Number Behavior Likely	1-155-76129-4	Nancy	Fowler		Ruiz, Herrera and Knox	1946	1957-04-28	$14.20
May Hundred Set	0-481-53848-8	Dawn	Garrett		Ruiz, Herrera and Knox	1965	1969-06-22	$6.90
May Hundred Set	0-481-53848-8	Dawn	Garrett		Ruiz, Herrera and Knox	1965	1965-03-26	$5.33
Suddenly Six Evidence Agree	1-71528-477-1	Lisa	Campbell		Hughes PLC	1950	1992-08-14	$5.79
Suddenly Six Evidence Agree	1-71528-477-1	Lisa	Campbell		Hughes PLC	1950	1968-02-12	$7.25
Simple Job Many Likely East	0-9847008-5-4	Timothy	Mccoy	https://timothymccoy.info	Ruiz, Herrera and Knox	1970	2001-05-10	$2.52
Simple Job Many Likely East	0-9847008-5-4	Timothy	Mccoy	https://timothymccoy.info	Ruiz, Herrera and Knox	1970	1991-10-28	$5.70
Simple Job Many Likely East	1-75562-356-9	Timothy	Mccoy	https://timothymccoy.info	Ruiz, Herrera and Knox	2017	2019-02-07	$9.85
Prove Hard Of Image Story	0-04-850499-8	Erin	White	http://erinwhite.com	Ruiz, Herrera and Knox	2019	2022-06-18	$9.29
Prove Hard Of Image Story	0-04-850499-8	Erin	White	http://erinwhite.com	Ruiz, Herrera and Knox	2019	2021-01-13	$6.12
Off Whom Speak Clear Reduce	1-4102-8501-4	Brian	Powers	https://brianpowers.com	Faulkner-Taylor	1992	2014-09-04	$5.41
Cut Teach Radio	1-122-59681-2	Ruth	Anderson	http://ruthanderson.com	Salas, Price and Sparks	2015	2018-01-24	$8.90
Cut Teach Radio	1-122-59681-2	Ruth	Anderson	http://ruthanderson.com	Salas, Price and Sparks	2015	2019-06-10	$4.42
Cut Teach Radio	1-122-59681-2	Ruth	Anderson	http://ruthanderson.com	Salas, Price and Sparks	2015	2020-10-08	$14.29
Ten His Finally Character	1-61985-684-0	Seth	Martin	https://sethmartin.biz	Hughes PLC	1928	1974-04-15	$2.73
Day From Me Level	0-88778-086-5	Laura	Hamilton		Ruiz, Herrera and Knox	1913	1934-03-01	$0.57
Third Senior Since	1-55562-566-5	Jason	Carter	https://jasoncarter.com	Morales-Nguyen	2012	2019-06-03	$9.54
Third Senior Since	1-55562-566-5	Jason	Carter	https://jasoncarter.com	Morales-Nguyen	2012	2014-02-05	$12.92
Toward Section Could	0-7555-1633-8	Crystal	Miller		Abbott Group	1982	2012-12-25	$14.47
Short Key Market Stand Baby	1-58417-708-X	David	Acosta	https://acosta.org	Obrien-Martin	1910	1968-07-28	$13.00
Again Oil Recent Arm	0-273-40305-2	Heather	Gallagher	http://heathergallagher.biz	Ruiz, Herrera and Knox	1985	2001-05-15	$9.58
Again Oil Recent Arm	0-273-40305-2	Heather	Gallagher	http://heathergallagher.biz	Ruiz, Herrera and Knox	1985	1996-01-21	$10.86
Again Oil Recent Arm	0-273-40305-2	Heather	Gallagher	http://heathergallagher.biz	Ruiz, Herrera and Knox	1985	2000-01-23	$1.10
Almost Company Add Teach Old	0-942369-01-7	Shannon	Walker	https://walker.com	Bailey-Norman	1999	2012-07-31	$2.51
Article Area Deal Occur	1-127-07997-2	Darin	Blackburn	https://blackburn.com	Ruiz, Herrera and Knox	1943	1969-05-18	$1.60
Any Hand Establish Wonder	1-63045-830-9	Matthew	Marsh	http://marsh.com	Hughes PLC	1949	1989-11-03	$3.72
Human Sense Respond Hundred	0-2284-9134-7	Christopher	Nelson	https://nelson.org	Faulkner-Taylor	1980	2004-09-17	$14.76
My Which Along Without	1-285-96548-5	Robert	Castro	https://robertcastro.com	Greene, Patel and Kent	2014	2021-06-16	$6.83
My Which Along Without	1-285-96548-5	Robert	Castro	https://robertcastro.com	Greene, Patel and Kent	2014	2020-04-26	$3.78
My Which Along Without	1-285-96548-5	Robert	Castro	https://robertcastro.com	Greene, Patel and Kent	2014	2017-05-13	$12.64
Young Note Whatever Much	0-452-33185-4	Jennifer	Marsh		Hughes PLC	2010	2021-12-14	$14.74
Young Note Whatever Much	0-452-33185-4	Jennifer	Marsh		Hughes PLC	2010	2014-09-21	$13.02
Young Note Whatever Much	0-452-33185-4	Jennifer	Marsh		Hughes PLC	2010	2015-09-06	$10.61
Young Note Whatever Much	0-452-33185-4	Jennifer	Marsh		Hughes PLC	2010	2019-05-23	$12.95
Young Note Whatever Much	0-452-33185-4	Jennifer	Marsh		Hughes PLC	2010	2018-12-14	$1.09
Young Note Whatever Much	1-293-15359-1	Jennifer	Marsh		Ruiz, Herrera and Knox	2020	2020-07-23	$1.74
Car Rock Model	0-454-87843-5	Amy	Obrien	https://amyobrien.com	Bailey-Norman	1995	1997-09-26	$9.81
