id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording	Barcode	Acquisition Date	Acquisition Price
848	The Forgotten Beasts of Eld	McKillip	Patricia A.		Tachyon Publications	2017	Paperback	240	English	PZ7.M19864 F	1616962771	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	FA78894B778C478148E920A656CEA1FC	2020-10-10	13.28
849	The Empty Grave	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2017	Hardcover	437	English	PZ7.S92475 E	1484778723	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	B9F8CCCD0A087E61D6DFC7840D094874	2018-05-09	16.87
850	The Empty Grave	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2017	Hardcover	437	English	PZ7.S92475 E	1484778723	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	146DFEC63062C9DFD5DBC9D8F72FB9B5	2017-09-30	19.88
851	The Marvelous Misadventures of Sebastian	Alexander	Lloyd		Dutton Juvenile	1970	Hardcover		English	PZ7.A3774 M	0525347399	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	987106A16457BCB9AFACC0003DB9A296	1982-08-22	13.48
852	Living with Complexity	Norman	Donald A.		MIT Press	2010	Hardcover	308	English	T14 .N673	0262014866	601	General Technology > Philosophy and theory > Technology and Application of Knowledge	41D9160122A59D9BAF635523B7D3722D	2010-01-04	8.96
853	Living with Complexity	Norman	Donald A.		MIT Press	2010	Hardcover	308	English	T14 .N673	0262014866	601	General Technology > Philosophy and theory > Technology and Application of Knowledge	B674EFD76A48CE5E6CC1414DB56E4AA4	2018-08-12	16.59
854	Forest Mage	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2006	Hardcover	736	English	PS3558.O33636 F68	0060757639	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	089A8878E8BAA5A15590BD90923F30B0	2008-06-20	18.21
855	Forest Mage	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2006	Hardcover	736	English	PS3558.O33636 F68	0060757639	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	CEF99D6AFB7CF1C8F2260ED7DA0C76C1	2007-12-29	13.63
856	Forest Mage	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2006	Hardcover	736	English	PS3558.O33636 F68	0060757639	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	676434FB8B7C03303CE0E5D4CA4EFCD3	2007-11-24	8.36
857	Jim Butcher's The Dresden Files: Fool Moon Volume 2	Butcher	Jim	https://www.jim-butcher.com/	Dynamite Entertainment	2013	Hardcover	120	English	PN6728.D74 B8842	1606903772	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	97A5BC5C4DD4FAA1797B7EEFCEF9DCFC	2019-08-06	19.68
858	Jim Butcher's The Dresden Files: Fool Moon Volume 2	Butcher	Jim	https://www.jim-butcher.com/	Dynamite Entertainment	2013	Hardcover	120	English	PN6728.D74 B8842	1606903772	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	1DD7BD68885BFD1F8BCAC5C54166A7F2	2016-02-19	13.13
859	Throne of the Crescent Moon	Ahmed	Saladin		DAW	2012	Hardcover	288	English	PS3601.H582 T48	0756407117	813.6	21st Century > American fiction > English (North America) > Literature	0F13D7284BA36EE6F571CF51F3130574	2014-08-12	12.72
860	The Wide Window	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2000	Hardcover	224	English	PZ7.S6795 W	0064407683	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	C21B6358305015494C3F27C3A0F5A354	2007-02-16	8.44
861	The Wide Window	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2000	Hardcover	224	English	PZ7.S6795 W	0064407683	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	46E3DD2E1CD83A557E04D9E4289F094C	2010-05-27	18.77
862	Cryoburn	Bujold	Lois McMaster	http://www.dendarii.com/	Baen	2010	Hardcover	352	English	PS3552.U397 C79	1439133948	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	236605AD444D11813AF6E8549F90EF92	2016-02-03	18.15
863	The Prince	Machiavelli	Niccolo		Oxford University Press	2008	Paperback	186	English	JC143 .M38	9780199535699	320.1	Political Science  > Political Science  > Social sciences > The State	C00D0458A3C24EF27F9079674C970A34	2014-06-06	14.96
864	Drowned Ammet	Jones	Diana Wynne	http://www.dianawynnejones.com/	Greenwillow Books	2001	Paperback	336	English	PZ7.J684 D	0064473147	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	E8203CAA9B815B9215BD2988B6CED749	2004-08-18	10.25
865	Cosmos	Sagan	Carl	https://carlsagan.com/	Ballantine Books	1985	Paperback	324	English	QB44.S235	0345331354	520	Astronomy > Astronomy > Natural sciences and mathematics	C18D3945B2C7439C4FD65C61EA25EF95	2001-05-29	18.62
866	Cosmos	Sagan	Carl	https://carlsagan.com/	Ballantine Books	1994	Paperback	324	English	QB44.S235	187248761X	520	Astronomy > Astronomy > Natural sciences and mathematics	D7A13EE536ED9C23F6485016B50BBAF3	2016-12-10	10.74
867	Gardens of the Moon	Erikson	Steven		Tor Books	2005	Paperback	666	English	PR9199.E745 G37	0765348780	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	B9EE38250BB055B85B5C029AFBAC8C1B	2015-10-29	16.61
868	Database Reliability Engineering: Designing and Operating Resilient Database Systems	Campbell	Laine		O'Reilly Media	2017	Paperback	294	English	QA76.D3 C36365	1491925949	5.7565	Computer programming, programs, data, security > Computing and Information > Data > Information > Relational Databases > Specific Databases And Data Files	8BD4DA9C19912F9C836962430B4C1660	2019-04-25	8.93
869	Peace Talks	Butcher	Jim	https://www.jim-butcher.com/	Ace Books	2020	Hardcover		English	PS3602.U85 P43	0451464419	813.6	21st Century > American fiction > English (North America) > Literature	936760CF985E4BEEA22884113A4C9802	2021-07-17	12.12
870	A Light in the Attic	Silverstein	Shel	http://shelsilverstein.com/	HarperCollins	1981	Hardcover	176	English	PS3569.I47224 L5	0060256737	811.54	1945-1999 > 20th Century > American poetry > English (North America) > Literature	E17DB8B97C0CA90C4C24C127F911B12C	1996-11-07	18.42
871	The Masqueraders	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	336	English	PR6015.E795 M37	1402219504	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	7A13FFF1E8273C40A1E13A5D54581043	2022-03-19	11.75
872	The Masqueraders	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	336	English	PR6015.E795 M37	1402219504	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	FA7AA8144E0F1ADF12E0CC3CADCBAC47	2009-07-20	5.61
873	Me and My Little Brain	Fitzgerald	John Dennis		Dial	1985	Paperback	144	English	PZ7.F57535 M	0440455332	823.9	English fiction > English {except North American} > Literature > Modern Period	2F4829F4E4DEB64AB2821DF649CEA911	1992-04-03	6.42
874	Many Ways to Say I Love You: Wisdom for Parents and Children from Mister Rogers	Rogers	Fred	https://pbskids.org/rogers/	Hachette Books	2019	Hardcover	192	English	HQ755 .R64	0316492566	649.1	Home and family management > Parenting > Parenting, Caregiving > Technology and Application of Knowledge	751203A13624B03E678560D9E3FA8A5A	2019-05-02	19.22
875	The Reluctant Widow	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	320	English	PR6015.E795	9781402213519	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	027D6EE59BEEA6F8AE96594997BFC623	2018-04-03	7.95
876	The Reluctant Widow	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	320	English	PR6015.E795	9781402213519	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	3C9F7139BAC1B5EE83B427C37AFE2644	2011-11-12	18.86
877	Charity Girl	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	288	English	PZ3.H514 PR6015 .E795	1402213506	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	52F36D57C4B3BC53BA811DF97660D667	2021-01-10	5.85
878	Dark Lord of Derkholm	Jones	Diana Wynne	http://www.dianawynnejones.com/	Greenwillow Books	2001	Paperback	528	English	PZ7.J684 D	0064473368	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	B42C06756E1828B782E5F812683C268E	2009-08-09	13.46
879	Designing the Search Experience: The Information Architecture of Discovery	Russell-Rose	Tony		Morgan Kaufmann	2013	Paperback	320	English	QA76.U83 R87	0123969816	5.4	Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs	B2077130CAC4FF43E0B70DFC78E9A191	2019-03-15	5.84
880	Comet	Sagan	Carl	https://carlsagan.com/	Pocket Books	1986	Paperback		English	QB721 .S34	0671619179	523.6	Astronomical objects and astrophysics > Astronomy > Comets > Natural sciences and mathematics	4A35A8053C1F7D17EFCD6B00A04A9EFE	1999-09-30	19.20
881	False Colours	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	352	English	PR6015.E795 F35	1402210752	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	536E6000A4B0BCA487C858AB053A8157	2016-06-28	9.80
882	SEO for Everyone	Baggs	Rebekah		A Book Apart	2021	Paperback				9781952616075			2F02A887409F34D4958AB1EBF1F892A9	2021-12-21	9.78
883	SEO for Everyone	Baggs	Rebekah		A Book Apart	2021	Paperback				9781952616075			C64B7D1EC98E6EEB980F1DA8660CC08D	2021-02-18	5.16
885	Little House on the Prairie	Wilder	Laura Ingalls		HarperCollins	1953	Paperback	352	English	PZ7.W6461 L	0064400026	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature	73910528195920671BBE4C5FEAAEEE71	1958-07-26	16.13
886	The Brief Wondrous Life of Oscar Wao	Diaz	Junot		Riverhead Hardcover	2007	Hardcover	352	English	PS3554.I259	1594489580	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	BA0D39B991E73FDB0845C971374B1D63	2010-03-06	9.76
887	The Shadow in the North	Pullman	Philip	http://philip-pullman.com/	Scholastic Point	2004	Paperback	288		PZ7.P968 S	0439977819	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	28B100C58DD986E11991AD11B4CBD333	2005-06-19	18.92
888	Harry Potter and the Goblet of Fire: The Illustrated Edition	Rowling	J. K.	https://jkrowling.com/	Arthur A. Levine Books	2019	Hardcover	464	English	PR6068.O93	0545791421	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	D446B2D8735807EA2F7BE1B38D189C2C	2021-02-13	16.77
889	Harry Potter and the Goblet of Fire: The Illustrated Edition	Rowling	J. K.	https://jkrowling.com/	Arthur A. Levine Books	2019	Hardcover	464	English	PR6068.O93	0545791421	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	8A5DE0C7ABFE3297779DB4F571140A55	2022-02-20	13.19
890	Lean Impact: How to Innovate for Radically Greater Social Good	Chang	Ann Mei		Wiley	2018	Hardcover	304	English	HD60.C436	1119506603	658.408	Executive > Management > Management and auxiliary services > Social responsability of executive management > Technology and Application of Knowledge	8AFBACEFCCFFF4F0A65FD70BAB5EA188	2021-04-30	9.18
891	An Infamous Army	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2007	Paperback	512	English	PR6015.E795 I64	9781402210075	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	4E016B770CE46704245189F224A03B0B	2011-03-29	10.55
892	Changes  of the Dresden files	Butcher	Jim	https://www.jim-butcher.com/	Roc	2010	Paper Book	441	English	PS3602.U85C53 2010	9780451463173	813/.6	21st Century > American fiction > English (North America) > Literature	D5D50CEEC6821B50E8E41B118441AB4F	2011-03-09	12.76
893	The Carnivorous Carnival	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2002	Hardcover	286	English	PZ7.S6795 C	0064410129	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	14C8CDE79559C674CF95CCE6C3C35B8D	2015-01-08	8.23
894	Harry Potter and the Half-blood Prince: Children's Edition	Rowling	J. K.	https://jkrowling.com/	Bloomsbury	2005	Hardcover	608	English	PR6068.O93	0747581088	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	D5C4F5962C3FE948AF388AA8F81FC57C	2006-11-06	8.78
895	The Limbreth Gate	Lindholm	Megan	https://www.meganlindholm.com/	HarperCollins	2002	Paperback	368	English	PS3562.I479 L56	0007112548	813	American fiction > English (North America) > Literature	D244B4237909168C94995E7B222BF0FB	2006-08-27	7.39
896	The Eye of the World: the Graphic Novel, Volume Two	Jordan	Robert		Tor Books	2014	Paperback	176	English	PN6728.W57 D583	0765337878	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	49475DD86CA6789AF19ACA00C02E748F	2017-04-28	5.94
897	The Eye of the World: the Graphic Novel, Volume Two	Jordan	Robert		Tor Books	2014	Paperback	176	English	PN6728.W57 D583	0765337878	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	E0CF9476BF644BD9EB309441C5611301	2020-06-02	6.94
898	The Eye of the World: the Graphic Novel, Volume Two	Jordan	Robert		Tor Books	2014	Paperback	176	English	PN6728.W57 D583	0765337878	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	E48BD02D5AE0C0D5A0EB7BE52C46FD47	2016-01-06	5.25
899	White Fang and the Call of the Wild	London	Jack		Penguin Books	1994	Paperback	278	English	PS3523.O46 C3	0140621148	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature	262259030A8027CDB90FD957CED0E08C	2008-05-31	6.94
900	Guns, Germs, and Steel: The Fates of Human Societies	Diamond	Jared		W. W. Norton & Company	1997	Hardcover	480	English	HM206 .D48	0393038912	303.4	Social Processes > Social Sciences > Social change > Social sciences	3432E6B49569105B26C9A4A6EB25EFC1	1998-01-17	19.38
901	Cordelia's Honor	Bujold	Lois McMaster	http://www.dendarii.com/	Baen	1999	Paperback	596	English	PS3552.U397 S53	0671578286	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	71B05B58A331CA8BA346708CC64F3038	2005-05-23	13.94
902	The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company	Iger	Robert		Random House	2019	Hardcover	272	English	PN1998.I28 A3	0399592091	658.4092	Executive > Leadership > Management > Management and auxiliary services > Personal Aspects > Technology and Application of Knowledge	3004E16E5A155C522EBD7AC0CF08D210	2022-05-14	8.48
903	Sleeping Murder	Christie	Agatha	https://www.agathachristie.com/	Bantam Doubleday Dell	1977	Paperback		English	PZ3.C4637 S	0553107062	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	055179CC68495542085E280FF4430DB5	1978-11-26	14.83
904	Servant of the Empire	Feist	Raymond E	https://raymondefeist.com/	Spectra	1991	Paperback	704	English	PS3556.E446 S48	0553292455	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	47562807093B77864624402D1EFE86D5	2002-09-01	5.16
905	Arjuna and the Hunter	Bharavi			Harvard University Press	2016	Hardcover	480	English	PK3791.B252 K5813	0674504968	891.21	Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Sanskrit > Sanskrit poetry	0E65ADFB28D3A0CDEFE066D69CF9E8B7	2020-04-15	9.17
906	Hickory Dickory Death	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1985	Paperback		English	PR6005.H66	0671614347	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	A52B18099BD1750E0A1324CBCD469C53	1990-06-17	12.20
907	Hickory Dickory Death	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1985	Paperback		English	PR6005.H66	0671614347	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	A4A6986C4B6C29AA6ABFA8B31A083821	2013-09-17	16.82
908	Hickory Dickory Death	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1985	Paperback		English	PR6005.H66	0671614347	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	6D8AA156EDFDC76AD4D661C7B690BBF0	1989-05-08	6.20
909	The Epic of Ram, Volume 1	Tulsidas			Harvard University Press	2016	Hardcover	416	English	PK1947.T83 R313	0674425014	891.4	Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Modern Indic languages	CD3A8737A5EB874E31B2CBC8A2809730	2017-02-23	5.02
910	The Epic of Ram, Volume 1	Tulsidas			Harvard University Press	2017	Hardcover	416	English	PK1947.T83 R313	9787895102253	891.4	Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Modern Indic languages	4CCB13F51691A4F8388148ABB54281D2	2017-04-24	10.28
911	Lavinia	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Mariner Books	2009	Paperback	288	English	PS3562.E42 L38	0156033682	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	1E9766BE0FA4DE6589F454198D48C128	2010-11-01	9.83
912	Lavinia	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Mariner Books	2009	Paperback	288	English	PS3562.E42 L38	0156033682	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	FD73E14D7CCAEF776E2B0DCD7D726CD1	2019-04-23	19.13
913	The Magicians Nephew	Lewis	C. S.	https://www.cslewis.com/	Grafton	2007	Paperback		English	PZ7.L58474 M	0261670468	813	American fiction > English (North America) > Literature	17C8EF3778EF88B5D34B66A6D63972C7	2022-03-03	16.53
914	April Lady	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2012	Paperback	288	English	PR6015.E795 A85	1402238789	813	American fiction > English (North America) > Literature	4C0EE4A5413802562B6F87ED8B121A77	2021-03-06	6.00
915	Dead Voices	Arden	Katherine	http://katherinearden.com/	G.P. Putnam's Sons Books for Young Readers	2019	Hardcover	256	English	PZ7.A737	0525515054	813.6	21st Century > American fiction > English (North America) > Literature	6A6AFD45384F35E109B9EA3472704A66	2022-06-22	15.35
916	Designing Web Usability	Nielsen	Jakob		New Riders	1999	Paperback	432	English	TK5105 .N55	156205810X	5.2	Computer programming, programs, data, security > Computing and Information > Information > Programming for Specific Environments	3CB87D10ACC3D0CF21F74A1C9083AF83	2006-03-21	5.40
917	Designing Web Usability	Nielsen	Jakob		New Riders	2002	Paperback	432	English	TK5105 .N55	7794858070	5.2	Computer programming, programs, data, security > Computing and Information > Information > Programming for Specific Environments	1D85851D4B1323919113B098C0071D78	2013-12-13	7.33
918	Blood Rites	Butcher	Jim	https://www.jim-butcher.com/	Roc	2004	Paperback	372	English	PS3602.U85 B56	0451459873	813.6	21st Century > American fiction > English (North America) > Literature	CDD1598BCE8059B0FE25F886E425AEDF	2015-01-11	8.93
919	Tom Sawyer, Detective	Twain	Mark		SeaWolf Press	2020	Paperback	100	English	PZ3.C59 PS1322	1952433258	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature	9E3BAAABBD5565AAEF3076D032411643	2022-10-22	12.27
920	Getting Real: The Smarter, Faster, Easier Way to Build a Successful Web Application	Fried	Jason	https://world.hey.com/jason	37signals	2006	Paperback	194	English	TK5105 .G48	0578012812	6.76	Computing and Information > Information > Multimedia systems > Special Topics > Web & Multimedia Programming	BA3411F426F7BE537D1501533F700E04	2008-03-13	14.89
921	Reflex	Gould	Steven	https://eatourbrains.com/steve	Tor Science Fiction	2005	Paperback	384	English	PS3557.O8947 R45	0812578546	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	DD30E59A7C8241888CED41EC8A62ECD1	2018-12-08	8.24
922	Reflex	Gould	Steven	https://eatourbrains.com/steve	Tor Science Fiction	2005	Paperback	384	English	PS3557.O8947 R45	0812578546	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	6BFDC2902432A93A73F6994271726A51	2014-07-13	5.41
923	Reflex	Gould	Steven	https://eatourbrains.com/steve	Tor Science Fiction	2005	Paperback	384	English	PS3557.O8947 R45	0812578546	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	C12FD14FFAB49216E4332AF16D01927C	2021-12-19	19.66
924	Reflex	Gould	Steven	https://eatourbrains.com/steve	Tor Science Fiction	2009	Paperback	384	English	PS3557.O8947 R45	9784331509866	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	BF732CBF00218EB6E5903E01E22B2568	2009-04-23	19.35
925	Reflex	Gould	Steven	https://eatourbrains.com/steve	Tor Science Fiction	2009	Paperback	384	English	PS3557.O8947 R45	9784331509866	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	199A993317A2E4F9C67927B8775F4BA5	2013-12-19	8.06
926	Death: The High Cost of Living	Gaiman	Neil	https://neilgaiman.com/	Vertigo	1994	Paperback	104		PN6727.G35 D43	1563891336	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	CEC87B392A8025D8781BCEAD13BFD527	2014-08-27	15.97
927	Death: The High Cost of Living	Gaiman	Neil	https://neilgaiman.com/	Vertigo	1994	Paperback	104		PN6727.G35 D43	1563891336	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	477C0E3F1F275404AE074C01F572F440	2014-03-05	5.38
928	The Bear and the Nightingale	Arden	Katherine	http://katherinearden.com/	Del Rey	2017	Hardcover	336	English	PS3601.R42 B43	1101885939	813.6	21st Century > American fiction > English (North America) > Literature	291F06C7B77867176D2F72ABDB57F42D	2022-02-25	14.70
929	The Thief	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	1996	Hardcover	224	English	PZ7.T85565	0688146279	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	43669E80FBB6016F0BDB4F126C0AA2FF	2017-02-11	14.48
930	The Golden Enclaves	Novik	Naomi	http://naominovik.com/	Del Rey	2022	Hardcover	416	English	PS3614.O93 G65	0593158350	813.00	American fiction > By type > English (North America) > Literature	8B016362526EBE484CA1A93338B0C0EA	2022-02-25	5.32
931	Luna: Wolf Moon	McDonald	Ian		Tor Books	2017	Hardcover	400	English	PR6063.C38 L864	0765375532	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	8EA6EE63989E67FDACE54825312AAF98	2018-06-21	8.91
932	Luna: Wolf Moon	McDonald	Ian		Tor Books	2017	Hardcover	400	English	PR6063.C38 L864	0765375532	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	68C97DA593954431800302E41E3430BB	2019-11-01	6.48
933	Competing Against Luck: The Story of Innovation and Customer Choice	Christensen	Clayton M.		Harper Business	2016	Hardcover	288	English	HD53 .C487	0062435612	658.4	Executive > Management > Management and auxiliary services > Technology and Application of Knowledge	ECC3A34A38F70CE0BD350A9D85DD95AE	2020-06-10	13.14
934	Harry Potter and the Sorcerer's Stone: The Illustrated Edition	Rowling	J. K.	https://jkrowling.com/	Arthur A. Levine Books	2015	Hardcover	256	English	PR6068.O93	0545790352	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	5B915DE19E03FF69641973B5ECA98C30	2021-10-23	14.42
935	The Eye of the World	Jordan	Robert		Tor Books	1990	Hardcover	688	English	PS3560.O7617	0312850093	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	ECA9C0162FA67780EC0351867835DED9	2007-04-08	19.23
936	The High King	Alexander	Lloyd		Bantam Doubleday Dell	1990	Paperback	304	English	PZ7.A3774 H	0440435749	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	27192C839821E008ED8399A36464920B	2011-06-24	8.50
937	How to Read a Book	Adler	Mortimer Jerome		Fine Communications	1997	Hardcover		English	PN83 .A43	1567310109	28	Books and Reading > Information > Library and Information Sciences	5345275012A00DBCB43706356211F52E	2014-09-08	8.52
938	How to Read a Book	Adler	Mortimer Jerome		Fine Communications	1997	Hardcover		English	PN83 .A43	1567310109	28	Books and Reading > Information > Library and Information Sciences	6F3E9491F0183DB8552D4EAD5137C275	2016-09-23	13.36
939	Code Complete	McConnell	Steve		Microsoft Press	1993	Paperback	857	English	QA76.D47 M39	1556154844	5.1	Computer programming, programs, data, security > Computing and Information > Information > Programming	636732ADEE4DAD8ADBDCBD3ACD90ADB1	2022-05-01	18.61
940	Six Not-so-easy Pieces: Lectures On Symmetry, Relativity, And Space-time	Feynman	Richard	http://richardfeynman.com/	Basic Books	1997	Hardcover	192	English	QC793.S9 F49	0201150255	530.11	Natural sciences and mathematics > Physics > Physics > Relativity > Theoretical Physics	15D27632C11E74A7BD9D9CE2D0EF16FC	2005-10-31	18.98
941	King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa	Hochschild	Adam		Mariner Books	1999	Paperback	384	English	DT655 .H63	0618001905	967.51022	Africa > Central Africa > Democratic Republic of the Congo (Congo-Kinshasa -- former Zaire) > Democratic Republic of the Congo (Congo-Kinshasa); Rwanda & Burundi > History and Geography	9F48F472D30EE9D4ED6431319330967D	2020-04-08	9.77
942	The End	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2006	Hardcover	368	English	PZ7.S6795 E	0064410161	813.6	21st Century > American fiction > English (North America) > Literature	962DB68E613326BA1DE221AA76554799	2015-10-07	10.59
943	Inkheart	Funke	Cornelia	https://corneliafunke.com/	Scholastic Press	2009	Paperback	576	English	PZ7.F96624 I	0545046262	833.914	1900-1990 > 1945-1990 > German and Germanic > German fiction > Literature > Modern period (1900-)	6561EF943682F46CF7D9DF147E55E0F6	2009-08-03	12.05
944	Engaged: Designing for Behavior Change	Bucher	Amy		Rosenfeld Media	2020	Paperback	320	English		193382042X	5.1	Computer programming, programs, data, security > Computing and Information > Information > Programming	9641261C62E8085C57DDC91C00C63630	2020-09-23	13.33
945	A Memoir of Jane Austen: and Other Family Recollections	Austen-Leigh	James Edward		Oxford University Press	2008	Paperback	276	English	PR4036 .A8	9780199540778	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature	B09AD9B3D7F9F0E35D7F7B5A2A2414AC	2012-12-06	10.29
946	Farmer Boy	Wilder	Laura Ingalls		HarperCollins	1953	Paperback	384	English	PZ7.W6461 F	0064400034	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature	3FB875DA93DD5A2223A61AC593B19C37	1981-06-24	16.04
947	The Pleasure of Finding Things Out: The Best Short Works of Richard Feynman	Feynman	Richard	http://richardfeynman.com/	Penguin Books	2001	Paperback	288	English	Q171 .F385	0140290346	600	-- > General Technology > Technology and Application of Knowledge	8807A04EBC0C1AA27067AD155FA22C57	2018-10-25	9.16
948	The Pleasure of Finding Things Out: The Best Short Works of Richard Feynman	Feynman	Richard	http://richardfeynman.com/	Penguin Books	2001	Paperback	288	English	Q171 .F385	0140290346	600	-- > General Technology > Technology and Application of Knowledge	A8E7C7DE2C5995D3C47FF66D375B2790	2021-09-30	15.99
949	The Pleasure of Finding Things Out: The Best Short Works of Richard Feynman	Feynman	Richard	http://richardfeynman.com/	Penguin Books	2005	Paperback	288	English	Q171 .F385	9371684837	600	-- > General Technology > Technology and Application of Knowledge	BBE31608B6E0E0522624681BE2D3BA96	2021-03-18	13.27
